body,body_attempts,clinch,clinch_attempts,date,details,distance,distance_attempts,fight_id,ground,ground_attempts,head,head_attempts,kd,leg,leg_attempts,location,method,name,pass,referee,reversals,round,round_time,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,time_format,title,weight_class,win/loss
7,10,9,10,"May 12, 2018",Chris Lee 28 - 29. Sal D'amato 29 - 28. Guilherme Bravo 28 - 29.,41,125,498,3,10,44,133,1,2,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Split,Kelvin Gastelum,0,Leon Roberts,0,3,5:00,145,53,149,57,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,W
1,2,0,0,"May 12, 2018",Rear Naked Choke,9,24,499,6,8,14,30,1,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Mackenzie Dern,3,Osiris Maia,0,1,2:27,32,15,33,16,1,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Women's Strawweight Bout,W
0,0,0,0,"May 12, 2018",Rear Naked Choke,6,25,499,0,0,5,24,0,1,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Amanda Cooper,0,Osiris Maia,0,1,2:27,25,6,25,6,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Women's Strawweight Bout,L
31,49,7,12,"May 12, 2018",Punch to Head At Distance,89,211,500,6,10,65,173,2,6,11,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,John Lineker,0,Leon Roberts,0,3,3:43,233,102,244,113,1,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Bantamweight Bout,W
6,19,3,4,"May 12, 2018",Punch to Head At Distance,46,132,500,1,1,41,112,0,3,6,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Brian Kelleher,0,Leon Roberts,0,3,3:43,137,50,147,58,0,1,6,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Bantamweight Bout,L
0,1,0,0,"May 12, 2018",Kick to Head At Distance,2,12,501,0,0,2,11,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Vitor Belfort,0,Marc Goddard,0,2,1:00,12,2,12,2,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,L
7,11,0,0,"May 12, 2018",Kick to Head At Distance,11,22,501,0,0,2,8,1,2,3,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Lyoto Machida,0,Marc Goddard,0,2,1:00,22,11,22,11,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,W
1,1,0,0,"May 12, 2018",Arm Triangle From Side Control Technical submission,1,1,502,4,5,4,5,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Cezar Ferreira,3,Fernando Portella,0,1,4:45,6,5,16,14,1,2,3,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,W
0,0,2,2,"May 12, 2018",Arm Triangle From Side Control Technical submission,1,3,502,1,1,3,5,0,1,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Karl Roberson,0,Fernando Portella,0,1,4:45,6,4,26,20,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,L
2,3,0,0,"May 12, 2018",Other - Choke From Bottom Half Guard Ezekiel Choke,10,17,503,0,0,6,12,0,2,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Aleksei Oleinik,0,Leon Roberts,0,1,1:45,17,10,17,10,1,0,3,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Heavyweight Bout,W
2,3,1,2,"May 12, 2018",Other - Choke From Bottom Half Guard Ezekiel Choke,9,13,503,0,0,7,11,0,1,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Junior Albini,1,Leon Roberts,0,1,1:45,15,10,15,10,0,1,1,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Heavyweight Bout,L
1,3,0,0,"May 12, 2018",Rear Naked Choke,5,11,504,1,1,5,9,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Davi Ramos,2,Osiris Maia,0,1,4:15,12,6,21,13,1,1,1,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Lightweight Bout,W
0,0,0,0,"May 12, 2018",Rear Naked Choke,1,6,504,0,0,1,6,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Nick Hein,0,Osiris Maia,0,1,4:15,6,1,6,1,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Lightweight Bout,L
2,8,0,0,"May 12, 2018",Kick to Head At Distance,9,45,505,6,13,9,41,1,4,9,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Elizeu Zaleski dos Santos,0,Fernando Portella,0,1,3:40,58,15,63,18,0,0,1,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Welterweight Bout,W
0,0,1,1,"May 12, 2018",Kick to Head At Distance,13,35,505,0,0,13,35,0,1,1,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Sean Strickland,0,Fernando Portella,0,1,3:40,36,14,36,14,0,0,0,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Welterweight Bout,L
12,19,19,22,"May 12, 2018",,10,28,506,0,0,7,20,0,10,11,"Rio de Janeiro, Rio de Janeiro, Brazil",TKO - Doctor's Stoppage,Warlley Alves,0,Osiris Maia,0,2,5:00,50,29,78,54,0,0,1,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Welterweight Bout,W
2,4,5,7,"May 12, 2018",,7,21,506,0,0,10,24,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",TKO - Doctor's Stoppage,Sultan Aliev,0,Osiris Maia,0,2,5:00,28,12,30,14,0,1,3,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Welterweight Bout,L
1,1,1,1,"May 12, 2018",Punches to Head From Mount,6,9,507,4,7,5,11,0,5,5,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Thales Leites,4,Marc Goddard,0,3,2:10,17,11,27,20,3,3,9,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,L
4,6,2,2,"May 12, 2018",Punches to Head From Mount,14,30,507,19,24,25,43,0,6,7,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,Jack Hermansson,1,Marc Goddard,0,3,2:10,56,35,71,49,1,3,3,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,W
3,11,1,2,"May 12, 2018",Fabio Alves 27 - 30. Sal D'amato 27 - 30. Derek Cleary 27 - 30.,11,79,508,0,1,5,65,0,4,6,"Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,Alberto Mina,0,Eduardo Herdy,0,3,5:00,82,12,87,16,0,1,5,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Welterweight Bout,L
8,14,4,9,"May 12, 2018",Fabio Alves 27 - 30. Sal D'amato 27 - 30. Derek Cleary 27 - 30.,24,57,508,11,18,28,67,0,3,3,"Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,Ramazan Emeev,0,Eduardo Herdy,0,3,5:00,84,39,100,54,0,3,6,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Welterweight Bout,W
1,1,1,1,"May 12, 2018",Rear Naked Choke,0,0,509,3,3,3,3,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,Markus Perez,4,Fernando Portella,0,1,4:28,4,4,16,13,2,1,1,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,W
2,3,1,2,"May 12, 2018",Rear Naked Choke,1,3,509,1,1,1,3,0,0,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Submission,James Bochnovic,0,Fernando Portella,0,1,4:28,6,3,8,4,0,0,1,3 Rnd (5-5-5),UFC 224: Nunes vs. Pennington,Middleweight Bout,L
20,26,2,2,"April 21, 2018",,47,102,510,2,2,26,73,0,5,7,"Atlantic City, New Jersey, USA",TKO - Doctor's Stoppage,Edson Barboza,0,Keith Peterson,0,5,2:18,106,51,119,64,0,0,1,5 Rnd (5-5-5-5-5),UFC Fight Night: Barboza vs. Lee,Lightweight Bout,L
3,4,0,0,"April 21, 2018",,46,122,510,96,119,138,236,0,1,1,"Atlantic City, New Jersey, USA",TKO - Doctor's Stoppage,Kevin Lee,11,Keith Peterson,0,5,2:18,241,142,344,233,0,4,9,5 Rnd (5-5-5-5-5),UFC Fight Night: Barboza vs. Lee,Lightweight Bout,W
6,10,6,10,"April 21, 2018",Cardo Urso 30 - 27. Eric Colon 30 - 27. Derek Cleary 30 - 27.,52,126,511,0,0,33,106,0,19,20,"Atlantic City, New Jersey, USA",Decision - Unanimous,Frankie Edgar,0,Marc Goddard,0,3,5:00,136,58,139,60,0,0,8,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Featherweight Bout,W
11,15,6,8,"April 21, 2018",Cardo Urso 30 - 27. Eric Colon 30 - 27. Derek Cleary 30 - 27.,42,122,511,0,0,32,110,0,5,5,"Atlantic City, New Jersey, USA",Decision - Unanimous,Cub Swanson,0,Marc Goddard,0,3,5:00,130,48,132,50,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Featherweight Bout,L
8,8,6,7,"April 21, 2018",Munah Holland 29 - 28. Dominic Carolei 29 - 28. Jon Bilyk 29 - 28.,53,82,512,17,20,68,101,1,0,0,"Atlantic City, New Jersey, USA",Decision - Unanimous,Justin Willis,1,Marc Goddard,0,3,5:00,109,76,153,118,0,1,2,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Heavyweight Bout,W
24,33,15,16,"April 21, 2018",Munah Holland 29 - 28. Dominic Carolei 29 - 28. Jon Bilyk 29 - 28.,53,120,512,1,1,34,90,0,11,14,"Atlantic City, New Jersey, USA",Decision - Unanimous,Chase Sherman,0,Marc Goddard,0,3,5:00,137,69,180,112,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Heavyweight Bout,L
0,1,0,0,"April 21, 2018",Punch to Head At Distance,1,11,513,4,4,5,14,1,0,0,"Atlantic City, New Jersey, USA",KO/TKO,David Branch,1,Gary Copeland,0,1,2:30,15,5,15,5,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Middleweight Bout,W
2,3,0,0,"April 21, 2018",Punch to Head At Distance,14,29,513,0,0,4,17,0,8,9,"Atlantic City, New Jersey, USA",KO/TKO,Thiago Santos,0,Gary Copeland,0,1,2:30,29,14,29,14,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Middleweight Bout,L
37,51,26,32,"April 21, 2018",Dave Tirelli 30 - 27. Cardo Urso 30 - 27. Derek Cleary 30 - 27.,53,103,514,10,17,40,88,0,12,13,"Atlantic City, New Jersey, USA",Decision - Unanimous,Aljamain Sterling,2,Liam Kerrigan,1,3,5:00,152,89,181,117,0,3,9,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Bantamweight Bout,W
4,8,10,13,"April 21, 2018",Dave Tirelli 30 - 27. Cardo Urso 30 - 27. Derek Cleary 30 - 27.,17,76,514,0,0,23,79,0,0,2,"Atlantic City, New Jersey, USA",Decision - Unanimous,Brett Johns,1,Liam Kerrigan,0,3,5:00,89,27,119,56,0,1,5,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Bantamweight Bout,L
2,2,2,3,"April 21, 2018",Knee to Head In Clinch,8,17,515,0,0,6,16,0,2,2,"Atlantic City, New Jersey, USA",KO/TKO,Jim Miller,0,Gary Copeland,0,1,3:00,20,10,23,13,0,1,2,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Lightweight Bout,L
4,4,0,0,"April 21, 2018",Knee to Head In Clinch,23,43,515,1,1,15,33,1,5,7,"Atlantic City, New Jersey, USA",KO/TKO,Dan Hooker,0,Gary Copeland,0,1,3:00,44,24,44,24,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Lightweight Bout,W
17,19,3,6,"April 21, 2018",Cardo Urso 30 - 27. Dominic Carolei 30 - 27. Jon Bilyk 30 - 27.,17,38,516,4,4,5,27,0,2,2,"Atlantic City, New Jersey, USA",Decision - Unanimous,Ryan LaFlare,1,Marc Goddard,1,3,5:00,48,24,71,47,0,1,6,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Welterweight Bout,W
4,7,3,7,"April 21, 2018",Cardo Urso 30 - 27. Dominic Carolei 30 - 27. Jon Bilyk 30 - 27.,7,46,516,1,1,6,46,0,1,1,"Atlantic City, New Jersey, USA",Decision - Unanimous,Alex Garcia,1,Marc Goddard,0,3,5:00,54,11,66,21,0,5,7,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Welterweight Bout,L
8,12,5,15,"April 21, 2018",to From Mount Technical submission,56,194,517,0,1,42,185,1,11,13,"Atlantic City, New Jersey, USA",KO/TKO,Merab Dvalishvili,0,Liam Kerrigan,0,3,5:00,210,61,233,82,0,6,22,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Bantamweight Bout,L
6,9,5,7,"April 21, 2018",to From Mount Technical submission,28,95,517,1,1,25,91,0,3,3,"Atlantic City, New Jersey, USA",KO/TKO,Ricky Simon,2,Liam Kerrigan,1,3,5:00,103,34,108,38,1,2,7,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Bantamweight Bout,W
9,9,2,3,"April 21, 2018",Kick to Body At Distance,24,52,518,7,9,20,51,1,4,4,"Atlantic City, New Jersey, USA",KO/TKO,Siyar Bahadurzada,0,Gary Copeland,0,2,2:40,64,33,94,61,0,1,1,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Welterweight Bout,W
1,6,1,1,"April 21, 2018",Kick to Body At Distance,9,34,518,1,2,7,26,0,3,5,"Atlantic City, New Jersey, USA",KO/TKO,Luan Chagas,1,Gary Copeland,1,2,2:40,37,11,58,31,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Welterweight Bout,L
6,10,16,22,"April 21, 2018",Cardo Urso 30 - 27. Dominic Carolei 30 - 26. Jon Bilyk 30 - 26.,38,85,519,10,12,56,107,0,2,2,"Atlantic City, New Jersey, USA",Decision - Unanimous,Corey Anderson,6,Marc Goddard,0,3,5:00,119,64,162,99,0,12,13,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Light Heavyweight Bout,W
6,12,12,19,"April 21, 2018",Cardo Urso 30 - 27. Dominic Carolei 30 - 26. Jon Bilyk 30 - 26.,18,79,519,1,1,24,85,0,1,2,"Atlantic City, New Jersey, USA",Decision - Unanimous,Patrick Cummins,0,Marc Goddard,0,3,5:00,99,31,113,44,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Light Heavyweight Bout,L
5,6,4,9,"April 21, 2018",Dave Tirelli 30 - 27. Munah Holland 30 - 27. Jon Bilyk 30 - 27.,49,121,520,3,3,48,124,0,3,3,"Atlantic City, New Jersey, USA",Decision - Unanimous,Anthony Rocco Martin,1,Liam Kerrigan,1,3,5:00,133,56,142,65,2,0,0,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Welterweight Bout,W
6,9,1,1,"April 21, 2018",Dave Tirelli 30 - 27. Munah Holland 30 - 27. Jon Bilyk 30 - 27.,23,82,520,0,0,16,70,0,2,4,"Atlantic City, New Jersey, USA",Decision - Unanimous,Keita Nakamura,0,Liam Kerrigan,0,3,5:00,83,24,85,26,0,2,5,3 Rnd (5-5-5),UFC Fight Night: Barboza vs. Lee,Welterweight Bout,L
21,26,12,13,"April 14, 2018",Punch to Head In Clinch,162,338,521,0,0,142,314,0,11,11,"Glendale, Arizona, USA",KO/TKO,Dustin Poirier,0,Herb Dean,0,4,0:33,351,174,357,179,0,0,5,5 Rnd (5-5-5-5-5),UFC Fight Night: Poirier vs. Gaethje,Lightweight Bout,W
9,12,17,18,"April 14, 2018",Punch to Head In Clinch,98,194,521,0,0,56,143,0,50,57,"Glendale, Arizona, USA",KO/TKO,Justin Gaethje,0,Herb Dean,0,4,0:33,212,115,213,116,0,0,0,5 Rnd (5-5-5-5-5),UFC Fight Night: Poirier vs. Gaethje,Lightweight Bout,L
2,2,0,0,"April 14, 2018",Guillotine Choke After Drop to Ground,6,11,522,6,7,6,12,0,4,4,"Glendale, Arizona, USA",Submission,Carlos Condit,2,Chris Tognoni,1,2,3:17,18,12,49,42,1,1,1,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Welterweight Bout,L
1,1,0,0,"April 14, 2018",Guillotine Choke After Drop to Ground,1,8,522,8,15,8,22,0,0,0,"Glendale, Arizona, USA",Submission,Alex Oliveira,4,Chris Tognoni,0,2,3:17,23,9,37,22,1,3,3,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Welterweight Bout,W
11,12,0,0,"April 14, 2018",Derek Cleary 29 - 28. Chris Lee 28 - 29. Chris Hayes 29 - 28.,57,123,523,0,0,31,92,0,15,19,"Glendale, Arizona, USA",Decision - Split,Israel Adesanya,0,Herb Dean,0,3,5:00,123,57,134,67,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Middleweight Bout,W
7,8,2,2,"April 14, 2018",Derek Cleary 29 - 28. Chris Lee 28 - 29. Chris Hayes 29 - 28.,44,152,523,0,0,20,122,0,19,24,"Glendale, Arizona, USA",Decision - Split,Marvin Vettori,1,Herb Dean,0,3,5:00,154,46,169,60,0,2,6,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Middleweight Bout,L
13,15,6,7,"April 14, 2018",Dave Hagen 29 - 28. Sal D'amato 28 - 29. Chris Flores 29 - 28.,41,61,524,14,16,30,49,0,18,20,"Glendale, Arizona, USA",Decision - Split,Michelle Waterson,0,Chris Tognoni,0,3,5:00,84,61,103,77,0,3,4,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Women's Strawweight Bout,W
7,8,9,9,"April 14, 2018",Dave Hagen 29 - 28. Sal D'amato 28 - 29. Chris Flores 29 - 28.,22,82,524,5,5,22,79,0,7,9,"Glendale, Arizona, USA",Decision - Split,Cortney Casey,1,Chris Tognoni,0,3,5:00,96,36,126,64,3,0,1,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Women's Strawweight Bout,L
1,2,0,0,"April 14, 2018",Rear Naked Choke,7,18,525,0,0,4,14,0,2,2,"Glendale, Arizona, USA",Submission,Tim Boetsch,0,Herb Dean,0,1,4:28,18,7,24,13,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Middleweight Bout,L
4,4,2,2,"April 14, 2018",Rear Naked Choke,20,34,525,9,12,23,40,0,4,4,"Glendale, Arizona, USA",Submission,Antonio Carlos Junior,1,Herb Dean,0,1,4:28,48,31,52,35,1,1,2,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Middleweight Bout,W
8,8,0,1,"April 14, 2018",Punch to Head At Distance,22,44,526,3,3,10,32,1,7,8,"Glendale, Arizona, USA",KO/TKO,Muslim Salikhov,0,Chris Tognoni,0,2,4:12,48,25,49,26,0,0,2,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Welterweight Bout,W
6,7,4,10,"April 14, 2018",Punch to Head At Distance,15,34,526,0,0,6,26,0,7,11,"Glendale, Arizona, USA",KO/TKO,Ricky Rainey,0,Chris Tognoni,0,2,4:12,44,19,46,21,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Welterweight Bout,L
1,4,0,0,"April 14, 2018",Sal D'amato 28 - 29. Chris Lee 28 - 29. Chris Flores 28 - 29.,12,61,527,0,0,6,52,0,5,5,"Glendale, Arizona, USA",Decision - Unanimous,Wilson Reis,8,Nic Jones,0,3,5:00,61,12,127,61,0,8,16,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Flyweight Bout,L
12,14,6,7,"April 14, 2018",Sal D'amato 28 - 29. Chris Lee 28 - 29. Chris Flores 28 - 29.,34,76,527,6,8,30,73,0,4,4,"Glendale, Arizona, USA",Decision - Unanimous,John Moraga,1,Nic Jones,2,3,5:00,91,46,116,69,1,0,0,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Flyweight Bout,W
3,6,11,19,"April 14, 2018",Punch to Head In Clinch,13,55,528,0,0,18,62,0,3,6,"Glendale, Arizona, USA",KO/TKO,Krzysztof Jotko,0,Al Guinee,0,3,2:16,74,24,90,40,0,0,3,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Middleweight Bout,L
6,15,7,10,"April 14, 2018",Punch to Head In Clinch,33,76,528,6,10,23,64,1,17,17,"Glendale, Arizona, USA",KO/TKO,Brad Tavares,0,Al Guinee,0,3,2:16,96,46,115,62,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Middleweight Bout,W
8,9,1,2,"April 14, 2018",Punch to Head In Clinch,28,57,529,2,6,22,55,1,1,1,"Glendale, Arizona, USA",KO/TKO,Gilbert Burns,2,Nic Jones,0,2,0:59,65,31,74,39,0,2,2,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Lightweight Bout,W
4,9,1,1,"April 14, 2018",Punch to Head In Clinch,19,57,529,0,0,10,43,0,6,6,"Glendale, Arizona, USA",KO/TKO,Dan Moret,0,Nic Jones,0,2,0:59,58,20,58,20,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Lightweight Bout,L
23,36,6,8,"April 14, 2018",Dave Hagen 28 - 29. Derek Cleary 28 - 29. Chris Flores 28 - 29.,62,198,530,0,0,34,158,0,11,12,"Glendale, Arizona, USA",Decision - Unanimous,Shana Dobson,0,,0,3,5:00,206,68,213,74,0,1,4,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Women's Flyweight Bout,L
20,29,4,7,"April 14, 2018",Dave Hagen 28 - 29. Derek Cleary 28 - 29. Chris Flores 28 - 29.,54,147,530,0,2,31,119,0,7,8,"Glendale, Arizona, USA",Decision - Unanimous,Lauren Mueller,1,,0,3,5:00,156,58,171,70,0,2,2,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Women's Flyweight Bout,W
3,6,3,3,"April 14, 2018",Sal D'amato 26 - 30. Chris Lee 26 - 30. Brad Frank 26 - 30.,6,19,531,2,2,6,16,0,2,2,"Glendale, Arizona, USA",Decision - Unanimous,Dhiego Lima,0,Nic Jones,0,3,5:00,24,11,31,17,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Welterweight Bout,L
0,0,0,0,"April 14, 2018",Sal D'amato 26 - 30. Chris Lee 26 - 30. Brad Frank 26 - 30.,2,3,531,13,16,14,18,0,1,1,"Glendale, Arizona, USA",Decision - Unanimous,Yushin Okami,6,Nic Jones,0,3,5:00,19,15,66,57,0,6,13,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Welterweight Bout,W
0,0,1,1,"April 14, 2018",Omoplata From Bottom Guard,5,11,532,3,6,9,18,0,0,0,"Glendale, Arizona, USA",Submission,Arjan Bhullar,1,Al Guinee,0,2,1:59,18,9,60,42,0,2,3,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Heavyweight Bout,L
4,6,1,1,"April 14, 2018",Omoplata From Bottom Guard,10,22,532,2,4,2,14,0,7,7,"Glendale, Arizona, USA",Submission,Adam Wieczorek,0,Al Guinee,0,2,1:59,27,13,28,14,1,0,0,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Heavyweight Bout,W
7,7,1,1,"April 14, 2018",Punches to Head In Clinch,19,33,533,2,2,14,28,0,1,1,"Glendale, Arizona, USA",KO/TKO,Matthew Lopez,2,Nic Jones,0,2,3:42,36,22,47,32,2,3,7,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Bantamweight Bout,L
8,8,5,8,"April 14, 2018",Punches to Head In Clinch,39,92,533,0,0,27,79,0,9,13,"Glendale, Arizona, USA",KO/TKO,Alejandro Perez,0,Nic Jones,0,2,3:42,100,44,142,81,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Bantamweight Bout,W
13,16,13,19,"April 14, 2018",Derek Cleary 29 - 28. Chris Lee 30 - 27. Brad Frank 30 - 27.,44,119,534,2,2,44,121,1,2,3,"Glendale, Arizona, USA",Decision - Unanimous,Luke Sanders,0,Al Guinee,0,3,5:00,140,59,143,62,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Bantamweight Bout,W
15,20,8,15,"April 14, 2018",Derek Cleary 29 - 28. Chris Lee 30 - 27. Brad Frank 30 - 27.,53,94,534,0,0,15,56,0,31,33,"Glendale, Arizona, USA",Decision - Unanimous,Patrick Williams,0,Al Guinee,0,3,5:00,109,61,117,68,0,1,5,3 Rnd (5-5-5),UFC Fight Night: Poirier vs. Gaethje,Bantamweight Bout,L
7,12,0,0,"April 07, 2018",Chris Lee 50 - 43. Derek Cleary 50 - 44. Sal D'amato 50 - 43.,100,255,535,34,49,122,287,0,5,5,"Brooklyn, New York, USA",Decision - Unanimous,Khabib Nurmagomedov,7,Dan Miragliotta,0,5,5:00,304,134,352,172,1,6,15,5 Rnd (5-5-5-5-5),UFC 223: Khabib vs. Iaquinta,UFC Lightweight Title Bout,W
11,20,0,0,"April 07, 2018",Chris Lee 50 - 43. Derek Cleary 50 - 44. Sal D'amato 50 - 43.,41,141,535,0,0,27,117,0,3,4,"Brooklyn, New York, USA",Decision - Unanimous,Al Iaquinta,0,Dan Miragliotta,0,5,5:00,141,41,143,43,0,0,1,5 Rnd (5-5-5-5-5),UFC 223: Khabib vs. Iaquinta,UFC Lightweight Title Bout,L
15,24,0,0,"April 07, 2018",Chris Lee 49 - 46. Glenn Trowbridge 49 - 46. Dave Tirelli 49 - 46.,105,301,536,0,0,85,270,0,5,7,"Brooklyn, New York, USA",Decision - Unanimous,Rose Namajunas,0,Keith Peterson,0,5,5:00,301,105,304,108,0,1,2,5 Rnd (5-5-5-5-5),UFC 223: Khabib vs. Iaquinta,UFC Women's Strawweight Title Bout,W
27,37,10,14,"April 07, 2018",Chris Lee 49 - 46. Glenn Trowbridge 49 - 46. Dave Tirelli 49 - 46.,135,342,536,0,0,64,257,0,54,62,"Brooklyn, New York, USA",Decision - Unanimous,Joanna Jedrzejczyk,0,Keith Peterson,0,5,5:00,356,145,372,160,0,0,0,5 Rnd (5-5-5-5-5),UFC 223: Khabib vs. Iaquinta,UFC Women's Strawweight Title Bout,L
18,27,1,1,"April 07, 2018",Dave Tirelli 30 - 27. Glenn Trowbridge 30 - 27. Sal D'amato 29 - 28.,115,205,537,0,0,60,133,0,38,46,"Brooklyn, New York, USA",Decision - Unanimous,Renato Moicano,0,Todd Ronald Anderson,0,3,5:00,206,116,207,117,0,0,0,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Featherweight Bout,W
5,8,0,0,"April 07, 2018",Dave Tirelli 30 - 27. Glenn Trowbridge 30 - 27. Sal D'amato 29 - 28.,41,140,537,0,0,35,131,0,1,1,"Brooklyn, New York, USA",Decision - Unanimous,Calvin Kattar,0,Todd Ronald Anderson,0,3,5:00,140,41,140,41,0,0,2,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Featherweight Bout,L
