body,body_attempts,clinch,clinch_attempts,date,details,distance,distance_attempts,fight_id,ground,ground_attempts,head,head_attempts,kd,leg,leg_attempts,location,method,name,pass,referee,reversals,round,round_time,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,time_format,title,weight_class,win/loss
11,14,1,2,"April 07, 2018",Chris Lee 30 - 27. Derek Cleary 30 - 27. Glenn Trowbridge 29 - 28.,89,207,538,7,8,75,188,0,11,15,"Brooklyn, New York, USA",Decision - Unanimous,Zabit Magomedsharipov,1,Rob Hinds,0,3,5:00,217,97,237,114,0,5,11,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Featherweight Bout,W
9,13,1,1,"April 07, 2018",Chris Lee 30 - 27. Derek Cleary 30 - 27. Glenn Trowbridge 29 - 28.,42,162,538,0,0,34,149,0,0,1,"Brooklyn, New York, USA",Decision - Unanimous,Kyle Bochniak,0,Rob Hinds,0,3,5:00,163,43,164,44,0,0,2,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Featherweight Bout,L
7,10,11,22,"April 07, 2018",to Corner stoppage,35,113,539,2,2,40,125,0,1,2,"Brooklyn, New York, USA",KO/TKO,Joe Lauzon,0,Dan Miragliotta,0,2,5:00,137,48,138,49,0,0,2,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Lightweight Bout,L
45,50,51,65,"April 07, 2018",to Corner stoppage,68,118,539,9,13,72,135,0,11,11,"Brooklyn, New York, USA",KO/TKO,Chris Gruetzemacher,0,Dan Miragliotta,0,2,5:00,196,128,203,135,0,0,0,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Lightweight Bout,W
31,42,43,53,"April 07, 2018",Sal D'amato 29 - 28. Chris Lee 28 - 29. Derek Cleary 29 - 28.,80,192,540,3,3,82,191,0,13,15,"Brooklyn, New York, USA",Decision - Split,Karolina Kowalkiewicz,1,Keith Peterson,1,3,5:00,248,126,262,140,0,0,3,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Women's Strawweight Bout,W
19,25,24,38,"April 07, 2018",Sal D'amato 29 - 28. Chris Lee 28 - 29. Derek Cleary 29 - 28.,62,178,540,0,0,62,181,0,5,10,"Brooklyn, New York, USA",Decision - Split,Felice Herrig,0,Keith Peterson,0,3,5:00,216,86,228,97,0,0,5,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Women's Strawweight Bout,L
0,0,1,1,"April 07, 2018",Knees to Body In Clinch,3,13,541,0,0,4,14,0,0,0,"Brooklyn, New York, USA",KO/TKO,Evan Dunham,0,Todd Ronald Anderson,0,1,0:53,14,4,14,4,0,0,0,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Lightweight Bout,L
4,4,8,9,"April 07, 2018",Knees to Body In Clinch,3,5,541,2,4,9,14,1,0,0,"Brooklyn, New York, USA",KO/TKO,Olivier Aubin-Mercier,0,Todd Ronald Anderson,0,1,0:53,18,13,18,13,0,0,0,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Lightweight Bout,W
14,18,6,7,"April 07, 2018",Chris Lee 27 - 30. Dave Tirelli 27 - 30. Dave Bruce 27 - 30.,82,188,542,0,0,46,147,0,28,30,"Brooklyn, New York, USA",Decision - Unanimous,Bec Rawlings,0,Rob Hinds,0,3,5:00,195,88,196,89,0,0,0,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Women's Flyweight Bout,L
20,36,14,25,"April 07, 2018",Chris Lee 27 - 30. Dave Tirelli 27 - 30. Dave Bruce 27 - 30.,101,305,542,1,1,81,276,0,15,19,"Brooklyn, New York, USA",Decision - Unanimous,Ashlee Evans-Smith,0,Rob Hinds,0,3,5:00,331,116,337,121,0,1,4,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Women's Flyweight Bout,W
12,16,19,24,"April 07, 2018",Derek Cleary 30 - 27. Sal D'amato 30 - 27. Glenn Trowbridge 29 - 28.,17,24,543,14,16,30,38,0,8,10,"Brooklyn, New York, USA",Decision - Unanimous,Devin Clark,2,Dan Miragliotta,0,3,5:00,64,50,200,167,0,7,11,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Light Heavyweight Bout,W
21,23,27,29,"April 07, 2018",Derek Cleary 30 - 27. Sal D'amato 30 - 27. Glenn Trowbridge 29 - 28.,11,35,543,2,2,17,39,0,2,4,"Brooklyn, New York, USA",Decision - Unanimous,Mike Rodriguez,0,Dan Miragliotta,0,3,5:00,66,40,95,66,0,0,0,3 Rnd (5-5-5),UFC 223: Khabib vs. Iaquinta,Light Heavyweight Bout,L
12,14,1,2,"March 17, 2018",Punch to Head In Clinch,22,41,544,25,45,30,66,0,6,8,"London, England, United Kingdom",KO/TKO,Fabricio Werdum,3,Marc Goddard,2,4,1:38,88,48,130,83,0,3,9,5 Rnd (5-5-5-5-5),UFC Fight Night: Werdum vs. Volkov,Heavyweight Bout,L
8,11,3,5,"March 17, 2018",Punch to Head In Clinch,32,71,544,13,14,37,75,1,3,4,"London, England, United Kingdom",KO/TKO,Alexander Volkov,0,Marc Goddard,0,4,1:38,90,48,144,96,0,2,2,5 Rnd (5-5-5-5-5),UFC Fight Night: Werdum vs. Volkov,Heavyweight Bout,W
17,23,5,6,"March 17, 2018",David Letherby 27 - 30. Maciej Motylewski 28 - 29. Howard Hughes 28 - 29.,32,104,545,0,0,16,79,0,4,8,"London, England, United Kingdom",Decision - Unanimous,Jimi Manuwa,0,Leon Roberts,0,3,5:00,110,37,110,37,0,0,2,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Light Heavyweight Bout,L
11,15,8,12,"March 17, 2018",David Letherby 27 - 30. Maciej Motylewski 28 - 29. Howard Hughes 28 - 29.,88,178,545,1,1,81,171,1,5,5,"London, England, United Kingdom",Decision - Unanimous,Jan Blachowicz,0,Leon Roberts,0,3,5:00,191,97,219,124,0,1,6,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Light Heavyweight Bout,W
8,18,1,3,"March 17, 2018",Ben Cartlidge 30 - 27. Maciej Motylewski 29 - 28. David Letherby 29 - 28.,66,150,546,0,0,28,104,0,31,31,"London, England, United Kingdom",Decision - Unanimous,Tom Duquesnoy,0,Grant Waterman,0,3,5:00,153,67,156,70,0,0,3,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Bantamweight Bout,W
15,21,6,10,"March 17, 2018",Ben Cartlidge 30 - 27. Maciej Motylewski 29 - 28. David Letherby 29 - 28.,71,248,546,8,9,60,234,0,10,12,"London, England, United Kingdom",Decision - Unanimous,Terrion Ware,1,Grant Waterman,0,3,5:00,267,85,295,108,0,2,6,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Bantamweight Bout,L
5,6,1,1,"March 17, 2018",Punch to Head On Ground,16,50,547,25,35,37,78,1,0,2,"London, England, United Kingdom",KO/TKO,Leon Edwards,4,Rich Mitchell,1,3,4:59,86,42,117,71,0,1,2,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Welterweight Bout,W
3,4,1,1,"March 17, 2018",Punch to Head On Ground,15,42,547,0,0,8,34,0,5,5,"London, England, United Kingdom",KO/TKO,Peter Sobotta,1,Rich Mitchell,0,3,4:59,43,16,90,57,0,1,4,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Welterweight Bout,L
0,0,0,0,"March 17, 2018",Rear Naked Choke,0,1,548,0,0,0,1,0,0,0,"London, England, United Kingdom",Submission,John Phillips,0,Marc Goddard,0,1,3:58,1,0,2,1,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Middleweight Bout,L
0,0,0,0,"March 17, 2018",Rear Naked Choke,0,1,548,11,13,11,14,0,0,0,"London, England, United Kingdom",Submission,Charles Byrd,3,Marc Goddard,0,1,3:58,14,11,41,34,1,1,1,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Middleweight Bout,W
1,1,0,1,"March 17, 2018",Punch to Head At Distance,3,8,549,1,1,2,8,1,1,1,"London, England, United Kingdom",KO/TKO,Danny Roberts,0,Leon Roberts,0,1,2:12,10,4,10,4,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Welterweight Bout,W
1,1,2,2,"March 17, 2018",Punch to Head At Distance,5,10,549,0,0,1,4,0,5,7,"London, England, United Kingdom",KO/TKO,Oliver Enkamp,0,Leon Roberts,0,1,2:12,12,7,14,8,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Welterweight Bout,L
0,1,0,0,"March 17, 2018",Guillotine Choke Standing,2,4,550,0,1,2,4,1,0,0,"London, England, United Kingdom",Submission,Danny Henry,0,Rich Mitchell,0,1,0:39,5,2,5,2,1,0,0,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Featherweight Bout,W
0,0,0,0,"March 17, 2018",Guillotine Choke Standing,3,3,550,0,0,1,1,0,2,2,"London, England, United Kingdom",Submission,Hakeem Dawodu,0,Rich Mitchell,0,1,0:39,3,3,3,3,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Featherweight Bout,L
10,14,6,7,"March 17, 2018",Triangle Choke From Bottom Guard,12,41,551,0,2,2,30,0,6,6,"London, England, United Kingdom",Submission,Paul Craig,1,Marc Goddard,0,3,4:59,50,18,70,34,1,2,7,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Light Heavyweight Bout,W
19,21,8,11,"March 17, 2018",Triangle Choke From Bottom Guard,20,44,551,31,41,36,70,0,4,5,"London, England, United Kingdom",Submission,Magomed Ankalaev,3,Marc Goddard,2,3,4:59,96,59,129,89,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Light Heavyweight Bout,L
1,3,1,2,"March 17, 2018",Paul Sutherland 29 - 28. Andy Roberts 28 - 29. David Letherby 28 - 29.,16,51,552,7,9,18,52,0,5,7,"London, England, United Kingdom",Decision - Split,Stevie Ray,1,Leon Roberts,0,3,5:00,62,24,78,37,1,3,4,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Lightweight Bout,L
13,16,0,1,"March 17, 2018",Paul Sutherland 29 - 28. Andy Roberts 28 - 29. David Letherby 28 - 29.,24,42,552,9,11,7,22,0,13,16,"London, England, United Kingdom",Decision - Split,Kajan Johnson,2,Leon Roberts,0,3,5:00,54,33,58,37,0,2,4,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Lightweight Bout,W
12,12,3,4,"March 17, 2018",Rear Naked Choke,7,17,553,14,16,11,24,0,1,1,"London, England, United Kingdom",Submission,Mark Godbeer,1,Grant Waterman,1,2,4:29,37,24,91,73,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Heavyweight Bout,L
5,7,5,8,"March 17, 2018",Rear Naked Choke,10,18,553,13,14,22,32,0,1,1,"London, England, United Kingdom",Submission,Dmitry Sosnovskiy,5,Grant Waterman,1,2,4:29,40,28,71,53,2,2,3,3 Rnd (5-5-5),UFC Fight Night: Werdum vs. Volkov,Heavyweight Bout,W
11,12,8,8,"March 03, 2018",Punches to Head On Ground,10,13,554,15,22,22,31,0,0,0,"Las Vegas, Nevada, USA",KO/TKO,Cris Cyborg,0,Herb Dean,0,1,3:25,43,33,54,42,0,1,1,5 Rnd (5-5-5-5-5),UFC 222: Cyborg vs. Kunitskaya,UFC Women's Featherweight Title Bout,W
1,5,1,1,"March 03, 2018",Punches to Head On Ground,3,9,554,1,1,2,4,0,2,2,"Las Vegas, Nevada, USA",KO/TKO,Yana Kunitskaya,1,Herb Dean,0,1,3:25,11,5,24,17,0,1,4,5 Rnd (5-5-5-5-5),UFC 222: Cyborg vs. Kunitskaya,UFC Women's Featherweight Title Bout,L
10,13,0,1,"March 03, 2018",Punch to Head In Clinch,27,76,555,0,0,12,59,0,5,5,"Las Vegas, Nevada, USA",KO/TKO,Frankie Edgar,0,Jason Herzog,0,1,4:44,77,27,77,27,0,0,1,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Featherweight Bout,L
3,4,6,8,"March 03, 2018",Punch to Head In Clinch,17,66,555,2,2,21,71,1,1,1,"Las Vegas, Nevada, USA",KO/TKO,Brian Ortega,0,Jason Herzog,0,1,4:44,76,25,77,25,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Featherweight Bout,W
15,21,1,2,"March 03, 2018",Sal D'amato 29 - 28. Chris Lee 29 - 27. Junichiro Kamijo 29 - 27.,53,100,556,9,9,41,83,0,7,7,"Las Vegas, Nevada, USA",Decision - Unanimous,Sean O'Malley,1,Mark Smith,1,3,5:00,111,63,121,73,3,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Bantamweight Bout,W
9,12,1,1,"March 03, 2018",Sal D'amato 29 - 28. Chris Lee 29 - 27. Junichiro Kamijo 29 - 27.,16,50,556,8,9,7,37,0,9,11,"Las Vegas, Nevada, USA",Decision - Unanimous,Andre Soukhamthath,4,Mark Smith,0,3,5:00,60,25,79,42,0,4,7,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Bantamweight Bout,L
8,16,0,0,"March 03, 2018",Glenn Trowbridge 27 - 30. Derek Cleary 28 - 29. Tony Weeks 28 - 29.,32,69,557,2,5,9,40,0,17,18,"Las Vegas, Nevada, USA",Decision - Unanimous,Stefan Struve,0,Herb Dean,1,3,5:00,74,34,78,37,0,0,3,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Heavyweight Bout,L
16,26,2,3,"March 03, 2018",Glenn Trowbridge 27 - 30. Derek Cleary 28 - 29. Tony Weeks 28 - 29.,42,82,557,2,3,12,42,0,18,20,"Las Vegas, Nevada, USA",Decision - Unanimous,Andrei Arlovski,2,Herb Dean,1,3,5:00,88,46,121,76,0,4,9,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Heavyweight Bout,W
17,25,19,24,"March 03, 2018",Sal D'amato 28 - 29. Marcos Rosales 29 - 28. Dave Hagen 28 - 29.,31,69,558,9,13,33,70,0,9,11,"Las Vegas, Nevada, USA",Decision - Split,Cat Zingano,0,Jason Herzog,0,3,5:00,106,59,128,77,0,0,2,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Women's Bantamweight Bout,L
6,8,9,13,"March 03, 2018",Sal D'amato 28 - 29. Marcos Rosales 29 - 28. Dave Hagen 28 - 29.,17,43,558,15,15,32,60,0,3,3,"Las Vegas, Nevada, USA",Decision - Split,Ketlen Vieira,7,Jason Herzog,0,3,5:00,71,41,139,96,1,2,2,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Women's Bantamweight Bout,W
17,23,15,17,"March 03, 2018",Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29. Adalaide Byrd 29 - 28.,37,125,559,0,0,27,109,1,8,10,"Las Vegas, Nevada, USA",Decision - Split,Ashley Yoder,0,Chris Tognoni,0,3,5:00,142,52,165,73,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Women's Strawweight Bout,L
14,15,19,21,"March 03, 2018",Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29. Adalaide Byrd 29 - 28.,43,113,559,8,9,39,111,0,17,17,"Las Vegas, Nevada, USA",Decision - Split,Mackenzie Dern,1,Chris Tognoni,0,3,5:00,143,70,149,76,1,1,6,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Women's Strawweight Bout,W
1,3,0,0,"March 03, 2018",Punch to Head At Distance,4,11,560,0,0,2,7,0,1,1,"Las Vegas, Nevada, USA",KO/TKO,Beneil Dariush,0,Jason Herzog,0,1,0:42,11,4,11,4,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Lightweight Bout,L
3,3,0,0,"March 03, 2018",Punch to Head At Distance,6,11,560,2,2,5,10,1,0,0,"Las Vegas, Nevada, USA",KO/TKO,Alexander Hernandez,1,Jason Herzog,0,1,0:42,13,8,14,9,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Lightweight Bout,W
22,26,0,3,"March 03, 2018",Glenn Trowbridge 29 - 28. Adalaide Byrd 30 - 27. Sal D'amato 28 - 29.,76,181,561,0,0,47,151,0,7,7,"Las Vegas, Nevada, USA",Decision - Split,John Dodson,0,Chris Tognoni,0,3,5:00,184,76,184,76,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Bantamweight Bout,W
21,39,4,5,"March 03, 2018",Glenn Trowbridge 29 - 28. Adalaide Byrd 30 - 27. Sal D'amato 28 - 29.,63,165,561,2,2,39,118,0,9,15,"Las Vegas, Nevada, USA",Decision - Split,Pedro Munhoz,0,Chris Tognoni,0,3,5:00,172,69,176,73,0,1,1,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Bantamweight Bout,L
8,11,1,1,"March 03, 2018",Punches after the end of the round by Lombard,12,18,562,0,0,4,7,0,1,1,"Las Vegas, Nevada, USA",DQ,CB Dollaway,0,Mark Smith,0,1,5:00,19,13,19,13,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Middleweight Bout,W
2,4,1,1,"March 03, 2018",Punches after the end of the round by Lombard,18,32,562,0,0,8,18,1,9,11,"Las Vegas, Nevada, USA",DQ,Hector Lombard,0,Mark Smith,0,1,5:00,33,19,33,19,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Middleweight Bout,L
3,5,0,0,"March 03, 2018",Punches to Head From Half Guard,4,20,563,0,0,1,15,0,0,0,"Las Vegas, Nevada, USA",KO/TKO,Mike Pyle,0,Herb Dean,0,1,2:34,20,4,20,4,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Welterweight Bout,L
2,8,0,0,"March 03, 2018",Punches to Head From Half Guard,9,29,563,13,21,18,40,1,2,2,"Las Vegas, Nevada, USA",KO/TKO,Zak Ottow,0,Herb Dean,0,1,2:34,50,22,56,26,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Welterweight Bout,W
4,7,8,20,"March 03, 2018",Sal D'amato 28 - 29. Adalaide Byrd 28 - 29. Glenn Trowbridge 29 - 28.,50,147,564,1,1,50,156,0,5,5,"Las Vegas, Nevada, USA",Decision - Split,Bryan Caraway,3,Chris Tognoni,0,3,5:00,168,59,236,116,0,1,23,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Bantamweight Bout,L
21,26,30,38,"March 03, 2018",Sal D'amato 28 - 29. Adalaide Byrd 28 - 29. Glenn Trowbridge 29 - 28.,65,128,564,0,0,67,132,0,7,8,"Las Vegas, Nevada, USA",Decision - Split,Cody Stamann,0,Chris Tognoni,0,3,5:00,166,95,186,115,0,0,1,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Bantamweight Bout,W
7,9,2,5,"March 03, 2018",Chris Lee 29 - 28. Marcos Rosales 27 - 30. Tony Weeks 29 - 28.,57,101,565,0,0,44,88,0,8,9,"Las Vegas, Nevada, USA",Decision - Split,Jordan Johnson,0,Mark Smith,0,3,5:00,106,59,239,176,0,2,11,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Light Heavyweight Bout,W
6,7,13,19,"March 03, 2018",Chris Lee 29 - 28. Marcos Rosales 27 - 30. Tony Weeks 29 - 28.,44,113,565,1,1,47,121,0,5,5,"Las Vegas, Nevada, USA",Decision - Split,Adam Milstead,0,Mark Smith,0,3,5:00,133,58,145,70,0,0,0,3 Rnd (5-5-5),UFC 222: Cyborg vs. Kunitskaya,Light Heavyweight Bout,L
5,6,0,0,"February 24, 2018",Punch to Head In Clinch,13,32,566,5,8,9,30,1,4,4,"Orlando, Florida, USA",KO/TKO,Josh Emmett,0,Dan Miragliotta,0,2,1:35,40,18,43,21,0,0,0,5 Rnd (5-5-5-5-5),UFC Fight Night: Emmett vs. Stephens,Featherweight Bout,L
4,8,0,0,"February 24, 2018",Punch to Head In Clinch,19,49,566,5,8,18,46,1,2,3,"Orlando, Florida, USA",KO/TKO,Jeremy Stephens,0,Dan Miragliotta,0,2,1:35,57,24,57,24,0,0,0,5 Rnd (5-5-5-5-5),UFC Fight Night: Emmett vs. Stephens,Featherweight Bout,W
43,50,17,26,"February 24, 2018",Tim Vannatta 29 - 28. Dave Tirelli 29 - 28. Eric Colon 29 - 27.,37,113,567,38,39,46,124,0,3,4,"Orlando, Florida, USA",Decision - Unanimous,Jessica Andrade,8,Kevin MacDonald,1,3,5:00,178,92,237,151,0,10,12,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Women's Strawweight Bout,W
6,9,5,13,"February 24, 2018",Tim Vannatta 29 - 28. Dave Tirelli 29 - 28. Eric Colon 29 - 27.,61,133,567,3,4,54,132,0,9,9,"Orlando, Florida, USA",Decision - Unanimous,Tecia Torres,1,Kevin MacDonald,0,3,5:00,150,69,171,88,0,2,2,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Women's Strawweight Bout,L
2,3,0,0,"February 24, 2018",Guillotine Choke Standing,7,24,568,0,0,2,18,0,3,3,"Orlando, Florida, USA",Submission,Ovince Saint Preux,0,Jorge Alonso,0,1,3:48,24,7,24,7,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Light Heavyweight Bout,L
5,6,1,1,"February 24, 2018",Guillotine Choke Standing,19,34,568,5,6,11,25,1,9,10,"Orlando, Florida, USA",Submission,Ilir Latifi,0,Jorge Alonso,0,1,3:48,41,25,43,27,1,0,0,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Light Heavyweight Bout,W
8,18,1,2,"February 24, 2018",Chris Lee 27 - 30. Eric Colon 27 - 29. Dave Tirelli 27 - 29.,44,108,569,0,0,23,77,0,14,15,"Orlando, Florida, USA",Decision - Unanimous,Mike Perry,1,Andrew Glenn,0,3,5:00,110,45,110,45,0,1,4,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Welterweight Bout,L
7,15,1,1,"February 24, 2018",Chris Lee 27 - 30. Eric Colon 27 - 29. Dave Tirelli 27 - 29.,74,163,569,3,4,58,138,1,13,15,"Orlando, Florida, USA",Decision - Unanimous,Max Griffin,0,Andrew Glenn,0,3,5:00,168,78,171,81,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Welterweight Bout,W
27,43,21,24,"February 24, 2018",Tim Vannatta 28 - 29. Hector Gomez 27 - 30. Richard Bertrand 27 - 30.,95,204,570,0,0,78,167,0,11,18,"Orlando, Florida, USA",Decision - Unanimous,Renan Barao,0,Dan Miragliotta,0,3,5:00,228,116,247,134,0,0,2,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Bantamweight Bout,L
13,21,8,8,"February 24, 2018",Tim Vannatta 28 - 29. Hector Gomez 27 - 30. Richard Bertrand 27 - 30.,86,195,570,0,0,74,175,0,7,7,"Orlando, Florida, USA",Decision - Unanimous,Brian Kelleher,0,Dan Miragliotta,0,3,5:00,203,94,256,145,0,1,4,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Bantamweight Bout,W
2,5,3,4,"February 24, 2018",Triangle Choke On Ground,6,45,571,0,0,5,42,0,2,2,"Orlando, Florida, USA",Submission,Sara McMann,1,Kevin MacDonald,0,2,3:40,49,9,120,76,0,2,5,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Women's Bantamweight Bout,L
0,1,1,2,"February 24, 2018",Triangle Choke On Ground,11,24,571,11,13,23,38,0,0,0,"Orlando, Florida, USA",Submission,Marion Reneau,0,Kevin MacDonald,0,2,3:40,39,23,55,37,1,0,0,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Women's Bantamweight Bout,W
32,62,6,16,"February 24, 2018",Eric Colon 27 - 30. Dave Tirelli 27 - 30. Chris Lee 27 - 30.,78,304,572,0,1,39,241,0,13,18,"Orlando, Florida, USA",Decision - Unanimous,Maryna Moroz,0,Jorge Alonso,0,3,5:00,321,84,339,100,0,0,2,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Women's Strawweight Bout,L
26,37,22,24,"February 24, 2018",Eric Colon 27 - 30. Dave Tirelli 27 - 30. Chris Lee 27 - 30.,89,182,572,3,3,63,144,0,25,28,"Orlando, Florida, USA",Decision - Unanimous,Angela Hill,1,Jorge Alonso,0,3,5:00,209,114,216,121,0,1,2,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Women's Strawweight Bout,W
8,14,8,13,"February 24, 2018",Punch to Head In Clinch,25,65,573,0,1,21,60,0,4,5,"Orlando, Florida, USA",KO/TKO,Ben Saunders,0,Andrew Glenn,0,2,2:38,79,33,80,34,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Welterweight Bout,L
10,13,16,28,"February 24, 2018",Punch to Head In Clinch,60,110,573,2,3,53,109,2,15,19,"Orlando, Florida, USA",KO/TKO,Alan Jouban,1,Andrew Glenn,0,2,2:38,141,78,141,78,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Welterweight Bout,W
1,1,1,1,"February 24, 2018",Punch to Head At Distance,9,17,574,0,1,3,12,2,6,6,"Orlando, Florida, USA",KO/TKO,Sam Alvey,1,Dan Miragliotta,0,1,4:23,19,10,23,14,0,1,1,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Light Heavyweight Bout,W
4,6,3,4,"February 24, 2018",Punch to Head At Distance,12,20,574,0,0,3,10,0,8,8,"Orlando, Florida, USA",KO/TKO,Marcin Prachnio,0,Dan Miragliotta,0,1,4:23,24,15,45,36,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Light Heavyweight Bout,L
14,14,0,0,"February 24, 2018",Arm Triangle From Side Control,2,5,575,15,15,1,4,0,2,2,"Orlando, Florida, USA",Submission,Rani Yahya,5,Kevin MacDonald,1,3,2:32,20,17,149,105,2,2,3,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Bantamweight Bout,W
2,3,0,0,"February 24, 2018",Arm Triangle From Side Control,2,8,575,0,0,0,5,0,0,0,"Orlando, Florida, USA",Submission,Russell Doane,1,Kevin MacDonald,0,3,2:32,8,2,30,15,0,1,1,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Bantamweight Bout,L
9,9,1,2,"February 24, 2018",Dave Tirelli 27 - 30. Richard Bertrand 27 - 30. Roy Silbert 27 - 30.,31,98,576,9,9,30,98,0,2,2,"Orlando, Florida, USA",Decision - Unanimous,Eric Shelton,0,Jorge Alonso,0,3,5:00,109,41,140,72,0,0,2,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Flyweight Bout,L
3,6,1,4,"February 24, 2018",Dave Tirelli 27 - 30. Richard Bertrand 27 - 30. Roy Silbert 27 - 30.,24,73,576,4,5,15,64,0,11,12,"Orlando, Florida, USA",Decision - Unanimous,Alex Perez,1,Jorge Alonso,0,3,5:00,82,29,123,67,0,5,9,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Flyweight Bout,W
1,2,0,0,"February 24, 2018",Guillotine Choke After Drop to Ground,12,43,577,7,11,16,50,0,2,2,"Orlando, Florida, USA",Submission,Albert Morales,1,Andrew Glenn,1,2,2:33,54,19,66,30,0,1,1,3 Rnd (5-5-5),UFC Fight Night: Emmett vs. Stephens,Bantamweight Bout,L
