body,body_attempts,clinch,clinch_attempts,date,details,distance,distance_attempts,fight_id,ground,ground_attempts,head,head_attempts,kd,leg,leg_attempts,location,method,name,pass,referee,reversals,round,round_time,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,time_format,title,weight_class,win/loss
0,2,3,4,"May 13, 2017",Punch to Head In Clinch,15,39,962,8,13,23,50,1,3,4,"Dallas, Texas, USA",KO/TKO,Stipe Miocic,0,Herb Dean,0,1,2:22,56,26,56,26,0,0,0,5 Rnd (5-5-5-5-5),UFC 211: Miocic vs. Dos Santos,UFC Heavyweight Title Bout,W
3,4,0,0,"May 13, 2017",Punch to Head In Clinch,12,18,962,0,0,4,9,0,5,5,"Dallas, Texas, USA",KO/TKO,Junior Dos Santos,0,Herb Dean,0,1,2:22,18,12,18,12,0,0,0,5 Rnd (5-5-5-5-5),UFC 211: Miocic vs. Dos Santos,UFC Heavyweight Title Bout,L
49,63,32,45,"May 13, 2017",Troy Wincapaw 50 - 45. Sal D'amato 50 - 44. Jeff Mullen 50 - 45.,193,307,963,0,0,101,211,0,75,78,"Dallas, Texas, USA",Decision - Unanimous,Joanna Jedrzejczyk,0,Jacob Montalvo,0,5,5:00,352,225,357,230,0,0,0,5 Rnd (5-5-5-5-5),UFC 211: Miocic vs. Dos Santos,UFC Women's Strawweight Title Bout,W
15,35,24,39,"May 13, 2017",Troy Wincapaw 50 - 45. Sal D'amato 50 - 44. Jeff Mullen 50 - 45.,58,178,963,1,1,51,163,0,17,20,"Dallas, Texas, USA",Decision - Unanimous,Jessica Andrade,1,Jacob Montalvo,0,5,5:00,218,83,230,94,0,2,10,5 Rnd (5-5-5-5-5),UFC 211: Miocic vs. Dos Santos,UFC Women's Strawweight Title Bout,L
0,0,6,8,"May 13, 2017",Sal D'amato 29 - 28. Aladin Martinez 28 - 29. Jeff Mullen 29 - 28.,2,11,964,15,19,22,37,0,1,1,"Dallas, Texas, USA",Decision - Split,Demian Maia,3,Kerry Hatley,1,3,5:00,38,23,93,67,0,4,12,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Welterweight Bout,W
7,9,6,6,"May 13, 2017",Sal D'amato 29 - 28. Aladin Martinez 28 - 29. Jeff Mullen 29 - 28.,15,29,964,18,28,27,48,0,5,6,"Dallas, Texas, USA",Decision - Split,Jorge Masvidal,0,Kerry Hatley,0,3,5:00,63,39,80,55,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Welterweight Bout,L
5,5,0,0,"May 13, 2017",Eye Injury,3,16,965,69,87,67,98,0,0,0,"Dallas, Texas, USA",TKO - Doctor's Stoppage,Frankie Edgar,1,Chris Reed,0,2,5:00,103,72,130,96,0,1,3,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Featherweight Bout,W
1,1,2,4,"May 13, 2017",Eye Injury,3,18,965,11,20,14,39,0,1,2,"Dallas, Texas, USA",TKO - Doctor's Stoppage,Yair Rodriguez,0,Chris Reed,0,2,5:00,42,16,57,29,1,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Featherweight Bout,L
11,16,15,20,"May 13, 2017",Troy Wincapaw 28 - 29. Chris Reed 29 - 28. Jeff Mullen 28 - 29.,13,64,966,0,1,17,69,0,0,0,"Dallas, Texas, USA",Decision - Split,Krzysztof Jotko,0,Don Turnage,0,3,5:00,85,28,110,49,0,1,2,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Middleweight Bout,L
13,21,11,18,"May 13, 2017",Troy Wincapaw 28 - 29. Chris Reed 29 - 28. Jeff Mullen 28 - 29.,23,97,966,5,7,16,90,0,10,11,"Dallas, Texas, USA",Decision - Split,David Branch,0,Don Turnage,0,3,5:00,122,39,181,93,0,2,7,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Middleweight Bout,W
11,13,5,12,"May 13, 2017",Illegal Knees by Alvarez,36,112,967,3,3,32,111,0,1,3,"Dallas, Texas, USA",Could Not Continue,Eddie Alvarez,0,Herb Dean,0,2,4:02,127,44,128,44,0,1,4,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Lightweight Bout,NC
7,11,12,17,"May 13, 2017",Illegal Knees by Alvarez,61,127,967,0,0,61,128,0,5,5,"Dallas, Texas, USA",Could Not Continue,Dustin Poirier,0,Herb Dean,0,2,4:02,144,73,150,79,2,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Lightweight Bout,NC
4,7,1,1,"May 13, 2017",Punch to Head At Distance,28,61,968,0,1,23,54,0,2,2,"Dallas, Texas, USA",KO/TKO,Chas Skelly,0,Jacob Montalvo,1,3,0:39,63,29,71,37,0,1,6,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Featherweight Bout,L
7,11,6,8,"May 13, 2017",Punch to Head At Distance,30,72,968,23,29,46,90,1,6,8,"Dallas, Texas, USA",KO/TKO,Jason Knight,1,Jacob Montalvo,2,3,0:39,109,59,116,65,3,2,2,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Featherweight Bout,W
11,12,10,15,"May 13, 2017",Elbow to Head In Clinch,75,190,969,18,26,67,188,1,25,31,"Dallas, Texas, USA",KO/TKO,Chase Sherman,1,Jacob Montalvo,0,2,3:36,231,103,235,107,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Heavyweight Bout,W
3,3,7,10,"May 13, 2017",Elbow to Head In Clinch,29,73,969,0,0,32,79,0,1,1,"Dallas, Texas, USA",KO/TKO,Rashad Coulter,0,Jacob Montalvo,0,2,3:36,83,36,83,36,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Heavyweight Bout,L
5,7,1,1,"May 13, 2017",Punch to Head At Distance,13,43,970,6,8,14,44,1,1,1,"Dallas, Texas, USA",KO/TKO,James Vick,0,Don Turnage,0,1,2:39,52,20,52,20,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Lightweight Bout,W
6,9,4,4,"May 13, 2017",Punch to Head At Distance,12,38,970,0,0,3,23,0,7,10,"Dallas, Texas, USA",KO/TKO,Polo Reyes,0,Don Turnage,0,1,2:39,42,16,42,16,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Lightweight Bout,L
10,15,10,18,"May 13, 2017",Aladin Martinez 27 - 30. Chris Reed 27 - 30. Dan Mathisen 27 - 30.,24,53,971,23,35,27,70,0,20,21,"Dallas, Texas, USA",Decision - Unanimous,Jessica Aguilar,1,Kerry Hatley,0,3,5:00,106,57,154,102,0,4,5,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Women's Strawweight Bout,L
9,14,21,36,"May 13, 2017",Aladin Martinez 27 - 30. Chris Reed 27 - 30. Dan Mathisen 27 - 30.,50,209,971,32,49,70,252,0,24,28,"Dallas, Texas, USA",Decision - Unanimous,Cortney Casey,0,Kerry Hatley,0,3,5:00,294,103,368,172,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Women's Strawweight Bout,W
12,18,1,3,"May 13, 2017",Aladin Martinez 28 - 29. Chris Reed 28 - 29. Dan Mathisen 28 - 29.,49,147,972,1,1,33,125,0,6,8,"Dallas, Texas, USA",Decision - Unanimous,Gabriel Benitez,0,Kerry Hatley,1,3,5:00,151,51,169,67,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Featherweight Bout,L
7,12,7,10,"May 13, 2017",Aladin Martinez 28 - 29. Chris Reed 28 - 29. Dan Mathisen 28 - 29.,36,131,972,3,7,33,129,0,6,7,"Dallas, Texas, USA",Decision - Unanimous,Enrique Barzola,3,Kerry Hatley,0,3,5:00,148,46,212,94,1,9,15,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Featherweight Bout,W
0,0,0,0,"May 13, 2017",Rear Naked Choke,1,3,973,0,0,1,3,0,0,0,"Dallas, Texas, USA",Submission,Joachim Christensen,0,Don Turnage,0,1,2:21,3,1,3,1,0,0,0,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Light Heavyweight Bout,L
0,0,0,0,"May 13, 2017",Rear Naked Choke,1,3,973,1,1,1,3,0,1,1,"Dallas, Texas, USA",Submission,Gadzhimurad Antigulov,1,Don Turnage,0,1,2:21,4,2,12,7,1,1,1,3 Rnd (5-5-5),UFC 211: Miocic vs. Dos Santos,Light Heavyweight Bout,W
47,55,29,38,"April 22, 2017",Jeff Mullen 50 - 45. Chris Lee 49 - 46. Derek Cleary 49 - 46.,171,248,974,9,10,114,190,0,48,51,"Nashville, Tennessee, USA",Decision - Unanimous,Cub Swanson,4,Herb Dean,0,5,5:00,296,209,344,251,0,2,3,5 Rnd (5-5-5-5-5),UFC Fight Night: Swanson vs. Lobov,Featherweight Bout,W
17,35,5,15,"April 22, 2017",Jeff Mullen 50 - 45. Chris Lee 49 - 46. Derek Cleary 49 - 46.,117,260,974,1,1,79,205,0,27,36,"Nashville, Tennessee, USA",Decision - Unanimous,Artem Lobov,0,Herb Dean,0,5,5:00,276,123,290,134,0,2,8,5 Rnd (5-5-5-5-5),UFC Fight Night: Swanson vs. Lobov,Featherweight Bout,L
1,2,2,2,"April 22, 2017",Punch to Head At Distance,8,15,975,2,2,9,15,2,2,2,"Nashville, Tennessee, USA",KO/TKO,Al Iaquinta,0,John McCarthy,0,1,1:38,19,12,19,12,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Lightweight Bout,W
2,2,0,1,"April 22, 2017",Punch to Head At Distance,4,14,975,0,0,2,13,0,0,0,"Nashville, Tennessee, USA",KO/TKO,Diego Sanchez,0,John McCarthy,0,1,1:38,15,4,15,4,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Lightweight Bout,L
4,6,1,1,"April 22, 2017",Other - Choke From Half Guard Von Flue Choke,12,29,976,8,11,15,32,0,2,3,"Nashville, Tennessee, USA",Submission,Ovince Saint Preux,1,Dan Miragliotta,0,2,2:11,41,21,50,30,1,1,2,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Light Heavyweight Bout,W
5,15,0,0,"April 22, 2017",Other - Choke From Half Guard Von Flue Choke,17,45,976,0,0,3,12,0,9,18,"Nashville, Tennessee, USA",Submission,Marcos Rogerio de Lima,0,Dan Miragliotta,0,2,2:11,45,17,45,17,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Light Heavyweight Bout,L
21,24,1,1,"April 22, 2017",Eric Colon 30 - 27. Roy Silbert 30 - 27. Anthony Manes 29 - 28.,47,102,977,0,0,23,75,0,4,4,"Nashville, Tennessee, USA",Decision - Unanimous,John Dodson,0,Herb Dean,0,3,5:00,103,48,103,48,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Bantamweight Bout,W
7,13,0,2,"April 22, 2017",Eric Colon 30 - 27. Roy Silbert 30 - 27. Anthony Manes 29 - 28.,21,136,977,0,0,14,125,0,0,0,"Nashville, Tennessee, USA",Decision - Unanimous,Eddie Wineland,0,Herb Dean,0,3,5:00,138,21,138,21,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Bantamweight Bout,L
4,4,1,4,"April 22, 2017",Dave Tirelli 28 - 28. Jeff Mullen 27 - 29. Chris Lee 27 - 28.,20,43,978,25,29,42,72,0,0,0,"Nashville, Tennessee, USA",Decision - Majority,Joe Lauzon,5,Dan Miragliotta,0,3,5:00,76,46,97,65,1,5,7,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Lightweight Bout,L
14,16,18,29,"April 22, 2017",Dave Tirelli 28 - 28. Jeff Mullen 27 - 29. Chris Lee 27 - 28.,67,140,978,24,27,94,179,0,1,1,"Nashville, Tennessee, USA",Decision - Majority,Stevie Ray,0,Dan Miragliotta,0,3,5:00,196,109,237,139,1,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Lightweight Bout,W
4,6,4,6,"April 22, 2017",Elbow to Head In Clinch,13,35,979,0,0,13,35,0,0,0,"Nashville, Tennessee, USA",KO/TKO,Jake Ellenberger,0,Josh Ward,0,2,1:05,41,17,44,20,0,1,4,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Welterweight Bout,L
4,10,2,3,"April 22, 2017",Elbow to Head In Clinch,24,51,979,0,1,10,32,2,12,13,"Nashville, Tennessee, USA",KO/TKO,Mike Perry,0,Josh Ward,0,2,1:05,55,26,57,28,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Welterweight Bout,W
6,7,1,2,"April 22, 2017",Anthony Manes 30 - 27. Dave Tirelli 30 - 27. Chris Lee 30 - 27.,37,66,980,0,0,8,34,0,24,27,"Nashville, Tennessee, USA",Decision - Unanimous,Thales Leites,0,John McCarthy,0,3,5:00,68,38,75,44,0,1,7,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Middleweight Bout,W
5,6,7,8,"April 22, 2017",Anthony Manes 30 - 27. Dave Tirelli 30 - 27. Chris Lee 30 - 27.,20,81,980,0,0,22,83,0,0,0,"Nashville, Tennessee, USA",Decision - Unanimous,Sam Alvey,0,John McCarthy,0,3,5:00,89,27,112,50,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Middleweight Bout,L
2,5,4,8,"April 22, 2017",Rear Naked Choke,10,50,981,2,2,3,41,0,11,14,"Nashville, Tennessee, USA",Submission,Dustin Ortiz,0,Dan Miragliotta,1,2,4:06,60,16,76,31,0,4,10,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Flyweight Bout,L
5,7,5,6,"April 22, 2017",Rear Naked Choke,12,54,981,7,13,14,60,1,5,6,"Nashville, Tennessee, USA",Submission,Brandon Moreno,2,Dan Miragliotta,1,2,4:06,73,24,86,34,2,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Flyweight Bout,W
8,22,4,6,"April 22, 2017",Chris Lee 30 - 26. Dave Tirelli 30 - 27. Derek Cleary 30 - 27.,64,127,982,36,57,70,136,1,26,32,"Nashville, Tennessee, USA",Decision - Unanimous,Scott Holtzman,1,Herb Dean,2,3,5:00,190,104,198,109,0,2,4,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Lightweight Bout,W
19,29,3,8,"April 22, 2017",Chris Lee 30 - 26. Dave Tirelli 30 - 27. Derek Cleary 30 - 27.,73,149,982,7,15,50,127,0,14,16,"Nashville, Tennessee, USA",Decision - Unanimous,Michael McBride,1,Herb Dean,1,3,5:00,172,83,236,140,2,3,6,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Lightweight Bout,L
31,40,14,19,"April 22, 2017",Roy Silbert 28 - 29. Jeff Mullen 28 - 29. Eric Colon 28 - 29.,55,159,983,0,0,37,136,0,1,2,"Nashville, Tennessee, USA",Decision - Unanimous,Jessica Penne,1,John McCarthy,0,3,5:00,178,69,181,71,0,1,2,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Women's Strawweight Bout,L
11,14,5,9,"April 22, 2017",Roy Silbert 28 - 29. Jeff Mullen 28 - 29. Eric Colon 28 - 29.,67,167,983,0,0,43,141,0,18,21,"Nashville, Tennessee, USA",Decision - Unanimous,Danielle Taylor,0,John McCarthy,0,3,5:00,176,72,182,76,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Women's Strawweight Bout,W
17,21,9,9,"April 22, 2017",Roy Silbert 29 - 28. Jeff Mullen 29 - 28. Chris Lee 29 - 28.,35,104,984,7,10,21,88,0,13,14,"Nashville, Tennessee, USA",Decision - Unanimous,Alexis Davis,2,Herb Dean,1,3,5:00,123,51,192,115,2,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Women's Bantamweight Bout,W
6,8,8,18,"April 22, 2017",Roy Silbert 29 - 28. Jeff Mullen 29 - 28. Chris Lee 29 - 28.,28,114,984,11,14,34,125,0,7,13,"Nashville, Tennessee, USA",Decision - Unanimous,Cindy Dandois,0,Herb Dean,0,3,5:00,146,47,212,100,0,5,9,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Women's Bantamweight Bout,L
1,1,6,9,"April 22, 2017",Punch to Head At Distance,16,29,985,6,7,22,36,1,5,8,"Nashville, Tennessee, USA",KO/TKO,Bryan Barberena,0,Dan Miragliotta,0,1,3:30,45,28,45,28,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Welterweight Bout,W
2,5,0,0,"April 22, 2017",Punch to Head At Distance,8,23,985,0,0,4,16,0,2,2,"Nashville, Tennessee, USA",KO/TKO,Joe Proctor,0,Dan Miragliotta,0,1,3:30,23,8,23,8,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Welterweight Bout,L
6,7,17,25,"April 22, 2017",Punch to Head From Guard,5,13,986,10,12,22,37,0,4,6,"Nashville, Tennessee, USA",KO/TKO,Hector Sandoval,0,Josh Ward,0,1,4:24,50,32,70,52,0,3,8,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Flyweight Bout,W
4,6,10,15,"April 22, 2017",Punch to Head From Guard,6,24,986,0,1,8,29,0,4,5,"Nashville, Tennessee, USA",KO/TKO,Matt Schnell,2,Josh Ward,0,1,4:24,40,16,52,27,1,1,1,3 Rnd (5-5-5),UFC Fight Night: Swanson vs. Lobov,Flyweight Bout,L
16,20,8,16,"April 15, 2017",Armbar From Mount,72,136,987,28,34,81,154,0,11,12,"Kansas City, Missouri, USA",Submission,Demetrious Johnson,3,Dan Miragliotta,0,3,4:49,186,108,216,135,1,1,2,5 Rnd (5-5-5-5-5),UFC Fight Night: Johnson vs. Reis,UFC Flyweight Title Bout,W
2,14,0,1,"April 15, 2017",Armbar From Mount,16,167,987,0,0,2,139,0,12,15,"Kansas City, Missouri, USA",Submission,Wilson Reis,0,Dan Miragliotta,0,3,4:49,168,16,170,18,0,0,6,5 Rnd (5-5-5-5-5),UFC Fight Night: Johnson vs. Reis,UFC Flyweight Title Bout,L
3,5,5,5,"April 15, 2017",Rear Naked Choke,9,28,988,33,39,42,63,1,2,4,"Kansas City, Missouri, USA",Submission,Rose Namajunas,3,Keith Peterson,1,2,2:47,72,47,86,56,1,1,1,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Women's Strawweight Bout,W
4,5,2,2,"April 15, 2017",Rear Naked Choke,19,30,988,1,1,5,14,0,13,14,"Kansas City, Missouri, USA",Submission,Michelle Waterson,0,Keith Peterson,0,2,2:47,33,22,44,31,0,1,1,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Women's Strawweight Bout,L
3,5,3,4,"April 15, 2017",Kick to Head At Distance,6,32,989,0,0,6,31,0,0,0,"Kansas City, Missouri, USA",KO/TKO,Jacare Souza,1,Mario Yamasaki,0,2,3:28,36,9,40,13,0,1,3,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Middleweight Bout,L
7,12,1,4,"April 15, 2017",Kick to Head At Distance,40,85,989,14,21,47,97,1,1,1,"Kansas City, Missouri, USA",KO/TKO,Robert Whittaker,0,Mario Yamasaki,0,2,3:28,110,55,112,57,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Middleweight Bout,W
7,10,3,6,"April 15, 2017",Brian Puccillo 28 - 29. Marcos Rosales 29 - 28. Tony Weeks 28 - 29.,53,201,990,0,0,28,168,0,21,29,"Kansas City, Missouri, USA",Decision - Split,Jeremy Stephens,0,Mike England,0,3,5:00,207,56,224,73,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Featherweight Bout,L
3,5,1,3,"April 15, 2017",Brian Puccillo 28 - 29. Marcos Rosales 29 - 28. Tony Weeks 28 - 29.,66,110,990,3,3,39,78,0,28,33,"Kansas City, Missouri, USA",Decision - Split,Renato Moicano,1,Mike England,0,3,5:00,116,70,123,76,0,2,5,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Featherweight Bout,W
29,34,17,25,"April 15, 2017",Sal D'amato 30 - 27. Rob Francis 30 - 27. Henry Guery 30 - 27.,105,157,991,0,0,77,132,0,16,16,"Kansas City, Missouri, USA",Decision - Unanimous,Alexander Volkov,0,Dan Miragliotta,0,3,5:00,182,122,185,125,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Heavyweight Bout,W
9,9,6,7,"April 15, 2017",Sal D'amato 30 - 27. Rob Francis 30 - 27. Henry Guery 30 - 27.,25,58,991,1,2,18,52,0,5,6,"Kansas City, Missouri, USA",Decision - Unanimous,Roy Nelson,2,Dan Miragliotta,0,3,5:00,67,32,75,40,0,1,8,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Heavyweight Bout,L
11,14,15,24,"April 15, 2017",Elbows to Head In Clinch,21,48,992,1,1,20,53,0,6,6,"Kansas City, Missouri, USA",KO/TKO,Patrick Williams,0,Keith Peterson,0,2,0:28,73,37,80,42,0,2,4,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Bantamweight Bout,L
14,15,17,20,"April 15, 2017",Elbows to Head In Clinch,18,26,992,1,3,16,28,2,6,6,"Kansas City, Missouri, USA",KO/TKO,Tom Duquesnoy,0,Keith Peterson,0,2,0:28,49,36,49,36,0,0,0,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Bantamweight Bout,W
27,33,15,19,"April 15, 2017",Cardo Urso 28 - 29. Rob Francis 29 - 28. Brian Puccillo 28 - 29.,60,124,993,0,0,14,71,0,34,39,"Kansas City, Missouri, USA",Decision - Split,Bobby Green,0,Mario Yamasaki,0,3,5:00,143,75,176,104,0,0,6,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Lightweight Bout,L
28,41,5,8,"April 15, 2017",Cardo Urso 28 - 29. Rob Francis 29 - 28. Brian Puccillo 28 - 29.,69,180,993,1,1,43,140,0,4,8,"Kansas City, Missouri, USA",Decision - Split,Rashid Magomedov,0,Mario Yamasaki,0,3,5:00,189,75,202,88,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Lightweight Bout,W
4,6,3,7,"April 15, 2017",Tony Weeks 27 - 30. Henry Guery 27 - 30. Marcos Rosales 27 - 30.,27,74,994,11,16,35,89,0,2,2,"Kansas City, Missouri, USA",Decision - Unanimous,Louis Smolka,5,Mike England,4,3,5:00,97,41,105,47,2,1,4,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Flyweight Bout,L
15,18,12,18,"April 15, 2017",Tony Weeks 27 - 30. Henry Guery 27 - 30. Marcos Rosales 27 - 30.,30,55,994,15,18,34,64,0,8,9,"Kansas City, Missouri, USA",Decision - Unanimous,Tim Elliott,14,Mike England,3,3,5:00,91,57,136,98,1,12,14,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Flyweight Bout,W
46,55,10,12,"April 15, 2017",Marcos Rosales 29 - 28. Sal D'amato 29 - 28. Cardo Urso 29 - 28.,53,117,995,20,32,28,90,0,9,16,"Kansas City, Missouri, USA",Decision - Unanimous,Aljamain Sterling,0,Mario Yamasaki,0,3,5:00,161,83,246,162,0,2,6,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Bantamweight Bout,W
7,11,4,4,"April 15, 2017",Marcos Rosales 29 - 28. Sal D'amato 29 - 28. Cardo Urso 29 - 28.,24,84,995,2,3,16,73,1,7,7,"Kansas City, Missouri, USA",Decision - Unanimous,Augusto Mendes,0,Mario Yamasaki,1,3,5:00,91,30,145,76,0,0,3,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Bantamweight Bout,L
17,19,11,15,"April 15, 2017",Sal D'amato 30 - 26. Cardo Urso 30 - 27. Rob Francis 30 - 27.,20,50,996,37,40,42,76,0,9,10,"Kansas City, Missouri, USA",Decision - Unanimous,Devin Clark,6,Dan Miragliotta,0,3,5:00,105,68,207,159,0,4,7,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Light Heavyweight Bout,W
11,15,20,28,"April 15, 2017",Sal D'amato 30 - 26. Cardo Urso 30 - 27. Rob Francis 30 - 27.,15,43,996,1,1,17,48,0,8,9,"Kansas City, Missouri, USA",Decision - Unanimous,Jake Collier,0,Dan Miragliotta,0,3,5:00,72,36,91,52,1,0,2,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Light Heavyweight Bout,L
12,12,8,9,"April 15, 2017",Kick to Head At Distance,35,85,997,6,6,33,84,1,4,4,"Kansas City, Missouri, USA",KO/TKO,Anthony Smith,1,Keith Peterson,1,3,3:52,100,49,111,58,0,0,1,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Middleweight Bout,W
7,12,3,5,"April 15, 2017",Kick to Head At Distance,36,75,997,24,24,48,84,0,8,8,"Kansas City, Missouri, USA",KO/TKO,Andrew Sanchez,3,Keith Peterson,0,3,3:52,104,63,151,104,0,4,10,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Middleweight Bout,L
2,3,2,2,"April 15, 2017",Guillotine Choke After Drop to Ground,21,68,998,2,2,20,66,0,3,3,"Kansas City, Missouri, USA",Submission,Zak Cummings,0,Mike England,0,1,4:21,72,25,72,25,2,0,0,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Welterweight Bout,W
7,8,1,1,"April 15, 2017",Guillotine Choke After Drop to Ground,22,40,998,0,0,13,29,0,3,4,"Kansas City, Missouri, USA",Submission,Nathan Coy,0,Mike England,0,1,4:21,41,23,41,23,0,1,1,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Welterweight Bout,L
17,22,16,21,"April 15, 2017",27 - 30. 28 - 29. 28 - 29.,52,168,999,0,0,20,132,0,31,35,"Kansas City, Missouri, USA",Decision - Unanimous,Ashlee Evans-Smith,0,Keith Peterson,0,3,5:00,189,68,228,100,0,0,5,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Women's Bantamweight Bout,L
11,13,13,17,"April 15, 2017",27 - 30. 28 - 29. 28 - 29.,57,217,999,1,1,56,218,0,4,4,"Kansas City, Missouri, USA",Decision - Unanimous,Ketlen Vieira,1,Keith Peterson,0,3,5:00,235,71,256,89,0,1,5,3 Rnd (5-5-5),UFC Fight Night: Johnson vs. Reis,Women's Bantamweight Bout,W
